#Thorlabs FTS
[SpectrumHeader]
#Date;20220330
#Time;21160560
#GMTTime;1160560
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;1000.000000
#TriggerMode;0
#InterferometerSerial;M00318362
#Source;
#AirMeasureOpt;0
#WnrMin;9772.643555
#WnrMax;51201.812500
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.953055878e+02;-9.763253620e-04
1.955075989e+02;2.426958876e-03
1.957096405e+02;2.739904681e-03
1.959116821e+02;7.981744595e-03
1.961137543e+02;1.629925464e-06
1.963158417e+02;8.822786622e-03
1.965179443e+02;-3.655922832e-03
1.967200623e+02;2.094454132e-03
1.969221954e+02;6.769080181e-03
1.971243439e+02;-3.831954673e-03
1.973265228e+02;4.598019645e-03
1.975287170e+02;2.035776852e-03
1.977309113e+02;1.018703450e-03
1.979331512e+02;6.123629864e-03
1.981353912e+02;5.282588303e-03
1.983376465e+02;9.585591033e-03
1.985399323e+02;2.950165072e-04
1.987422180e+02;2.446518047e-03
1.989445343e+02;4.793610889e-03
1.991468658e+02;3.600505181e-03
1.993492126e+02;6.808198523e-03
1.995515747e+02;1.165885665e-02
1.997539673e+02;1.134591084e-02
1.999563751e+02;1.996658742e-03
2.001587830e+02;8.685872890e-03
2.003612213e+02;2.876818413e-03
2.005636749e+02;7.160262205e-03
2.007661438e+02;5.067438353e-03
2.009686432e+02;1.118943840e-02
2.011711426e+02;1.727231964e-02
2.013736725e+02;7.297175936e-03
2.015762177e+02;7.003789768e-03
2.017787781e+02;-4.809909966e-03
2.019813538e+02;-2.306344453e-03
2.021839447e+02;5.101666320e-04
2.023865662e+02;3.659182694e-03
2.025891876e+02;5.223910790e-03
2.027918396e+02;6.201866083e-03
2.029945068e+02;-9.763253620e-04
2.031971893e+02;-7.235238794e-03
2.033998871e+02;3.483150620e-03
2.036026001e+02;4.480665084e-03
2.038053436e+02;1.654863358e-02
2.040080872e+02;9.795852238e-04
2.042108612e+02;9.781182744e-03
2.044136505e+02;6.299661938e-03
2.046164551e+02;5.967156962e-03
2.048192902e+02;2.309604315e-03
2.050221252e+02;6.377898157e-03
2.052249756e+02;-3.147386014e-03
2.054278564e+02;1.099384669e-02
2.056307526e+02;1.091561094e-02
2.058336639e+02;6.280102767e-03
2.060365906e+02;1.660731062e-02
2.062395325e+02;1.122855674e-02
2.064425049e+02;2.915936522e-03
2.066454773e+02;1.136058010e-03
2.068484802e+02;1.416242216e-02
2.070514984e+02;6.377898157e-03
2.072545319e+02;1.136058010e-03
2.074575806e+02;5.126115400e-03
2.076606445e+02;8.724991232e-03
2.078637390e+02;6.886434741e-03
2.080668335e+02;3.033291316e-03
2.082699585e+02;-1.093679923e-03
2.084730988e+02;1.510125957e-02
2.086762543e+02;1.138502918e-02
2.088794250e+02;-6.242614472e-04
2.090826263e+02;9.976773523e-03
2.092858276e+02;6.710403133e-03
2.094890594e+02;3.463591449e-03
2.096922913e+02;2.505195327e-03
2.098955536e+02;1.072001923e-02
2.100988312e+02;1.064178348e-02
2.103021393e+02;-2.697526477e-03
2.105054474e+02;-3.421213478e-03
2.107087708e+02;1.605476602e-03
2.109121246e+02;-3.030031454e-03
2.111154938e+02;3.404914169e-03
2.113188782e+02;6.084511522e-03
2.115222778e+02;-1.934721484e-03
2.117256927e+02;2.544313669e-03
2.119291229e+02;7.101585157e-03
2.121325836e+02;-8.002934046e-04
2.123360443e+02;8.255572058e-03
2.125395355e+02;6.553930230e-03
2.127430420e+02;9.292204864e-03
2.129465637e+02;-6.120369770e-03
2.131501007e+02;1.390326419e-03
2.133536530e+02;-8.198525175e-04
2.135572357e+02;5.321706645e-03
2.137608185e+02;9.429118596e-03
2.139644318e+02;3.013732145e-03
2.141680603e+02;2.837700071e-03
2.143717041e+02;2.754573943e-04
2.145753632e+02;5.302147474e-03
2.147790375e+02;7.492767181e-03
2.149827423e+02;-1.895603258e-03
